"INTERNAL_ID","VETTING_LEVEL","DESCRIPTION","VETTING_LEVEL_PREDICTION","ALGORITHM_NAME","NAME","GENDER","BIRTH_DATE","BIRTH_COUNTRY","BIRTH_COUNTRY_CODE","OCCUPATION","ADDRESS","SSN","PASSPORT_NUMBER","PASSPORT_COUNTRY","PASSPORT_COUNTRY_CODE","COUNTRIES_VISITED","COUNTRIES_VISITED_COUNT","ARRIVAL_AIRPORT_COUNTRY_CODE","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_IATA","DEPARTURE_AIRPORT_MUNICIPALITY","DEPARTURE_AIRPORT_REGION","UUID","AGE"
"610",100,NA,20,"DECISION_TREE","Cass Heather Phillips","F",1985-06-11,"Ghana","GH","Ship broker","25796 Rhonda Skwy, Danville, Iwoa 52623","681-86-4647",723254612,"Ghana","GH","RU,GH,ID",3,"US","SMF","Sacramento","US-CA","RU","LED","St. Petersburg","RU-SPE","d30b1b13-43c6-41f0-b985-4eb89a3cb3dc",31
"611",100,NA,20,"DECISION_TREE","Michelle Singleton","F",1993-02-16,"Ghana","GH","Interpreter","4345 Nelson Turnpike Suite 135, Aydlett, North Carolina 27916","025-06-7943",129566263,"Ghana","GH","UZ,CY",2,"US","LCK","Columbus","US-OH","UZ","TAS","Tashkent","UZ-TO","0e8fb573-a352-43dd-a1d6-d6f32a118a4c",24
"612",100,NA,20,"DECISION_TREE","Jessy Cynthia Barr","F",1980-06-10,"Ghana","GH","Insurance underwriter","79335 Jesse Valleys, Columbia, South Carolina 29218","660-42-5838",702158869,"Ghana","GH","RU,QA",2,"US","AMA","Amarillo","US-TX","RU","AER","Sochi","RU-KDA","c69db14e-d1f2-4a75-8395-bed58feac87c",36
"613",100,NA,20,"DECISION_TREE","Ronny Cooper","F",1981-01-16,"Ghana","GH","Chemical engineer","213 Joseph Overpass Apt. 282, Solon, Ohio 44139","758-38-7914",181077662,"Ghana","GH","VN,OM",2,"US","BHM","Birmingham","US-AL","VN","DAD","Da Nang","VN-60","d4f87d19-a85a-4fbb-8df3-1bae33900374",36
"614",100,NA,20,"DECISION_TREE","Laur Veronica Boyd","F",1984-07-21,"Ghana","GH","IT consultant","401 Cardenas Lake Suite 429, Lakewood, None 94896","492-49-5178",107268355,"Ghana","GH","BN,AE,BY",3,"US","RFD","Chicago/Rockford","US-IL","BN","BWN","Bandar Seri Begawan","BN-BM","82380b3a-52ea-4afb-a3ed-29b2e725640c",32
"615",100,NA,20,"DECISION_TREE","Jasmine Collins","F",1984-07-05,"Ghana","GH","Theatre manager","433 Dwayne Crossing Apt. 502, Garland, Texas 75044","630-62-5731",187747653,"Ghana","GH","PK,PG,GH,UA,BG,SI,RU,DO",8,"US","ONT","Ontario","US-CA","PK","ISB","Islamabad","PK-IS","d3d03e87-275a-43b3-9d57-67ee827505ca",32
"616",100,NA,20,"DECISION_TREE","Nicole Aguilar","F",1974-08-15,"Ghana","GH","Sports development officer","2778 Newton Plains, Slanesville, West Virginia 25444","233-10-7622",438772589,"Ghana","GH","SN,RU",2,"US","LGA","New York","US-NY","SN","DKR","Dakar","SN-DK","a0db6e8b-f85c-42e5-870c-8cd3657a06c5",42
"617",100,NA,20,"DECISION_TREE","Deborah Richardson","F",1988-07-22,"Ghana","GH","Information officer","2734 Jill Centers Suite 391, Monticello, Minnesota 55589","560-78-2580",22575224,"Ghana","GH","BG,DZ,NL,AE",4,"US","ABQ","Albuquerque","US-NM","BG","SOF","Sofia","BG-23","68d6392e-a710-43ee-942c-49f72bc4ff44",28
"618",100,NA,20,"DECISION_TREE","Carmie Jessey Richardson","F",1995-03-21,"Ghana","GH","Nature conservation officer","93923 Crawford Frds, Allentown, New York 14707","593-99-4052",235666109,"Ghana","GH","QA,BY,GE,MT,CU",5,"US","SFB","Orlando","US-FL","QA","DOH","Doha","QA-DA","d49ed6a7-c4de-4d28-9456-bfea09d17afc",21
"619",100,NA,20,"DECISION_TREE","Kathryn Brandy Mccormick","F",1986-03-10,"Ghana","GH","Media buyer","3370 Alvarez Mnr, Moncks Corner, South Carolina 24961","405-72-7160",537048361,"Ghana","GH","SE,CY,KG,AE,CY,SK,KH",7,"US","MSP","Minneapolis","US-MN","SE","ARN","Stockholm","SE-AB","b2dddda0-f77b-4627-aa77-5e01cdd294b7",31
"620",100,NA,20,"DECISION_TREE","Katti Debby Monroe","F",1974-01-30,"Ghana","GH","Tax inspector","3362 Monica Pike, Keen Mountain, Virginia 24624","805-94-0778",912855416,"Ghana","GH","CZ,CZ,BY,OM,UZ",5,"US","BUF","Buffalo","US-NY","CZ","PRG","Prague","CZ-PR","cfc2a913-7247-4bd6-8885-f411a8c139c6",43
"621",100,NA,20,"DECISION_TREE","Lisa Anggie Hill","F",1985-12-20,"Ghana","GH","Clinical scientist, histocompatibility and immunogenetics","67897 Lopez Heights Apt. 464, Silver Spring, Maryland 20997","824-52-6731",530981044,"Ghana","GH","FR,CO,HR,OM,MY",5,"US","TYS","Knoxville","US-TN","FR","BSL","Bâle/Mulhouse","FR-A","f4c40605-27c6-4227-a45c-7925870bbfa9",31
"622",100,NA,20,"DECISION_TREE","Mary Rosales","F",1986-02-03,"Ghana","GH","Volunteer coordinator","54910 Michele View Suite 660, Elkton, Ohio 44415","236-77-0419",813071820,"Ghana","GH","RU,MX",2,"US","AFW","Fort Worth","US-TX","RU","VKO","Moscow","RU-MOS","2f96acdc-0632-4e2a-9b23-91001c7504ee",31
"623",100,NA,20,"DECISION_TREE","Tracy Jones","F",1996-02-26,"Ghana","GH","Science writer","67259 Brian Rnch Apt. 723, Colton, South Dakota 57018","840-84-0301",603046148,"Ghana","GH","AE,CK,IS,AT,VN,PL",6,"US","GRB","Green Bay","US-WI","AE","DWC","Jebel Ali","AE-DU","fe59d219-9dc3-417d-b843-6d4d0709890e",21
"624",100,NA,20,"DECISION_TREE","Anngel Smith","F",1996-03-18,"Ghana","GH","Fine artist","698 Terri Shoal, Mineral Wells, West Virginia 26120","587-41-0352",940352667,"Ghana","GH","ID,KY,PK,KH,BR,UZ,TW,PG,DK,PA",10,"US","ADW","Camp Springs","US-MD","ID","UPG","Ujung Pandang-Celebes Island","ID-SN","fe7f63a6-a95e-4ce6-bd29-57cca8297763",20
"625",100,NA,20,"DECISION_TREE","Pamela Jul Phillips","F",1998-07-29,"Ghana","GH","Press photographer","56432 Paul Lcks Apt. 126, Neah Bay, None 98357","409-69-4018",542055334,"Ghana","GH","RU,MT",2,"US","MCO","Orlando","US-FL","RU","CKL","Moscow","RU-MOS","e407baff-32fe-45c1-8593-1d3d0d2577d0",18
"626",100,NA,20,"DECISION_TREE","Mary Amy Nguyen","F",1979-08-01,"Ghana","GH","Counselling psychologist","005 Adams Greens Apt. 569, Hanapepe, Hawaii 96716","663-30-0059",797285529,"Ghana","GH","OM,LV,BS,AZ,CU",5,"US","RSW","Fort Myers","US-FL","OM","JNJ","Duqm","OM-WU","ba71f715-a547-4910-b5a4-535854c56ee7",37
"627",100,NA,20,"DECISION_TREE","Lauri Besie Sanders","F",1984-11-06,"Ghana","GH","Geophysical data processor","040 Alexander Mills, Spring Lake, North Carolina 28390","006-08-7840",894816073,"Ghana","GH","AE,EE,SK,SE,KY",5,"US","RNO","Reno","US-NV","AE","DWC","Jebel Ali","AE-DU","9d116fd2-df26-404f-b48e-25c4c76463ed",32
"628",30,NA,20,"DECISION_TREE","Rhonnie Lindie Stewart","F",1977-04-02,"Brazil","BR","Engineer, mining","23062 Joshua Road, Westerville, Ohio 43081","031-73-9837",487231843,"Brazil","BR","RU,SI,JM,DO",4,"US","SAN","San Diego","US-CA","RU","GRV","Grozny","RU-CE","ca385820-2c8e-42ea-b9bd-10e60f11f485",39
"629",100,NA,20,"DECISION_TREE","Sami Dixon","F",1996-03-13,"Ghana","GH","Surveyor, building control","2098 Cochran Mt, Raymond, Maine 04017","272-41-7365",430704630,"Ghana","GH","GE,TR,PK,UA,ID,PH,RU",7,"US","SGF","Springfield","US-MO","GE","TBS","Tbilisi","GE-TB","74df8b8f-308c-43ae-8367-ecd158b5fc36",21
"630",100,NA,20,"DECISION_TREE","Angela Robles","F",1996-09-07,"Ghana","GH","Research scientist (medical)","298 Davis Pr, Cannonsburg, Michgan 49317","343-54-0419",763816210,"Ghana","GH","GE,TR,SG,RU",4,"US","LFT","Lafayette","US-LA","GE","TBS","Tbilisi","GE-TB","a2d8eb71-fdef-466b-8bdc-74552419e5c7",20
"631",100,NA,20,"DECISION_TREE","Dane Turner","F",2001-02-23,"Ghana","GH","Sports administrator","5140 Julia Course Apt. 162, Ohio City, Colorado 81237","875-71-5451",479403714,"Ghana","GH","VN,BZ,IS,OM,UY,GR",6,"US","ORD","Chicago","US-IL","VN","HAN","Hanoi","VN-15","83d9c7a2-84dd-4dcd-8429-d3cfc4373574",16
"632",20,NA,20,"DECISION_TREE","Phyllis Wendy Perez","F",1980-11-15,"Brazil","BR","Herbalist","84018 Newman Vista Suite 972, Lake Isabella, Califronia 93204","016-25-9150",626114077,"Brazil","BR","QA,LT,IQ,ID",4,"US","SRQ","Sarasota/Bradenton","US-FL","QA","DOH","Doha","QA-DA","19b1fbe0-e21c-4a39-ad95-ff290e9c8e7d",36
"633",100,NA,20,"DECISION_TREE","Tiffany Lisa Thompson","F",1985-01-18,"Ghana","GH","Pharmacologist","2629 Patricia Rst Apt. 828, Charleton, West Virgnia 23560","388-16-9956",214803569,"Ghana","GH","OM",1,"US","LTS","Altus","US-OK","OM","MCT","Muscat","OM-MA","f532132b-8cfe-4f14-b3e2-08e8ff41b04e",32
"634",100,NA,20,"DECISION_TREE","Heather Romero","F",1996-08-27,"Ghana","GH","Media buyer","69594 Cunningham Drive, Great Falls, Montana 59404","388-59-9261",557616437,"Ghana","GH","VN,RO,QA,CZ,OM",5,"US","ONT","Ontario","US-CA","VN","DAD","Da Nang","VN-60","5a276dba-8be6-4841-a01d-0be9ed400175",20
"635",100,NA,20,"DECISION_TREE","Monica Johnson","F",1973-06-02,"Ghana","GH","Doctor, general practice","52173 Ryan Springs Suite 810, Springfield, Illinois 62721","629-18-9634",377242096,"Ghana","GH","AZ,LV,CA,OM",4,"US","MHT","Manchester","US-NH","AZ","GYD","Baku","AZ-BA","f27e4b47-9185-433b-bb3b-534b72d50506",43
"636",100,NA,100,"DECISION_TREE","Christina Carrie Miles","F",1983-04-16,"Ghana","GH","Furniture designer","019 Berry Camp Suite 746, Mount Carmel, Utah 84755","451-78-3393",862282387,"Ghana","GH","AL,LK,PK,FR,KH,KZ,BY,JM,MY,RU,SA,AL",12,"US","LGA","New York","US-NY","AL","TIA","Tirana","AL-TR","ed3d891f-acf3-4295-9d74-dfca97fc8497",33
"637",100,NA,100,"DECISION_TREE","Trace Ammi Anderson","F",1989-11-19,"Ghana","GH","Materials engineer","234 Nancy Terrace Apt. 260, Birmingham, New Jersey 08011","163-31-9340",9559758,"Ghana","GH","KE,UZ,DK",3,"US","BGR","Bangor","US-ME","KE","MBA","Mombasa","KE-300","f70941c1-0397-41ce-aba5-185dfd541a43",27
"638",100,NA,100,"DECISION_TREE","Mikayla Warner","F",1972-03-14,"Ghana","GH","Petroleum engineer","22482 Brandy Street Apt. 662, Woodville, None 22794","635-84-6460",864316498,"Ghana","GH","QA,AU",2,"US","IAH","Houston","US-TX","QA","DOH","Doha","QA-DA","11c4a29b-34c5-4140-acb6-0c6659fa7189",45
"639",100,NA,100,"DECISION_TREE","Kathy Brooke Little","F",1990-08-07,"Ghana","GH","Games developer","153 Yolanda Crk Apt. 705, Waterbery, Connetticutt 06749","510-55-8195",221065850,"Ghana","GH","CU,BY,RU,IN",4,"US","PHL","Philadelphia","US-PA","CU","HAV","Havana","CU-03","4011b5a1-c090-4131-829b-023e726f8cc7",26
"640",100,NA,100,"DECISION_TREE","Betsie Kristen Carter","F",1970-01-07,"Ghana","GH","Designer, exhibition/display","08434 Williams Mount Suite 093, Paesadena, Texis 77506","302-08-7405",648252849,"Ghana","GH","MT,CY,OM,PT,OM,IQ,DZ,TN,TW",9,"US","CMH","Columbus","US-OH","MT","MLA","Luqa","MT-25","bd5243f9-a98e-4122-997f-487c5f9f9f92",47
"641",100,NA,100,"DECISION_TREE","Marye Pamela Bowen","F",1987-08-19,"Ghana","GH","Records manager","010 Susan Cvs, Lexington, Kentucky 40581","789-88-2503",698216148,"Ghana","GH","IE,QA,BE,JP",4,"US","LAS","Las Vegas","US-NV","IE","ORK","Cork","IE-C","e2b59aaa-dd15-43b7-9def-857e52bbb8e1",29
"642",100,NA,100,"DECISION_TREE","Laur Robinson","F",1980-03-14,"Ghana","GH","Petroleum engineer","853 Holloway Lakes, Rogers, North Dakota 58479","552-88-3449",243493290,"Ghana","GH","SE,QA,BR",3,"US","RST","Rochester","US-MN","SE","ARN","Stockholm","SE-AB","d91c8380-2adf-4546-9c18-b58bb7808ce3",37
"643",100,NA,100,"DECISION_TREE","Jessica Hansen","F",1976-07-26,"Ghana","GH","Operational researcher","5668 Dixon Shr Apt. 890, Red Valley, Arizonia 86544","158-40-7000",54400232,"Ghana","GH","UZ",1,"US","LFT","Lafayette","US-LA","UZ","TAS","Tashkent","UZ-TO","a87a9243-b77b-494d-ab0f-360726d26641",40
"644",100,NA,100,"DECISION_TREE","Morgan Price","F",1991-05-15,"Ghana","GH","Patent attorney","7392 Michelle Expressway, Boothbay, Maine 04537","753-10-1742",868662819,"Ghana","GH","SG,IT,QA",3,"US","CBM","Columbus","US-MS","SG","SIN","Singapore","SG-04","d7c43e6c-4318-45cd-aabe-68fb57dffd63",25
"645",100,NA,100,"DECISION_TREE","Rose Apri Santos","F",1979-12-31,"Ghana","GH","Engineer, manufacturing","035 Nathan Fall Apt. 379, Bradford, New Hampshire 03221","517-59-9869",251996991,"Ghana","GH","AU,QA,EG,BE,ET,TR,KH,ID,BA,PT,AM",11,"US","OAK","Oakland","US-CA","AU","BNE","Brisbane","AU-QLD","5f775c53-1c29-4954-9c19-26abe5b5fa62",37
"646",100,NA,100,"DECISION_TREE","Mariah Shannon Walker","F",1991-04-16,"Ghana","GH","Market researcher","62089 Cole Radl, Wiota, Iowa 52074","617-79-1492",453815003,"Ghana","GH","SE,OM,HR",3,"US","MDW","Chicago","US-IL","SE","ARN","Stockholm","SE-AB","d09d711a-76dd-45c9-be46-c45111f34678",25
"647",100,NA,100,"DECISION_TREE","Monique Warren","F",1988-07-19,"Ghana","GH","Manufacturing engineer","09434 Douglas Rapid Suite 276, Arcata, California 95518","713-35-1037",425641543,"Ghana","GH","NG,DK,OM",3,"US","BDL","Hartford","US-CT","NG","LOS","Lagos","NG-LA","cac12f55-c582-46df-bf3a-69abf4eba295",28
"648",100,NA,100,"DECISION_TREE","Kristie Kim Mcdowell","F",1983-08-12,"Ghana","GH","Geophysicist/field seismologist","075 Alexander Mountains, Irwinville, Georgia 31760","391-87-7819",990500224,"Ghana","GH","SE,SD,OM,AZ,IS,IE,DE,FR,GH,CH,JO,RO",12,"US","EWR","Newark","US-NJ","SE","GOT","Gothenburg","SE-Q","6a1d0d39-a78a-4729-b0c9-940dce1f509d",33
"649",100,NA,100,"DECISION_TREE","Carla Matthews","F",1980-09-20,"Ghana","GH","Pharmacist, hospital","16150 Nguyen Ports, Teresita, Missouri 65573","325-74-4398",38465720,"Ghana","GH","ME,CO,DK,RU",4,"US","BAD","Bossier City","US-LA","ME","TGD","Podgorica","ME-16","00117f02-67a1-4c65-9399-a1a1a6e571a0",36
"650",100,NA,100,"DECISION_TREE","Jenny Harrison","F",1994-08-16,"Ghana","GH","Forensic scientist","95168 Joshua Run Apt. 071, Canandaigua, New York 14244","404-60-2680",856985590,"Ghana","GH","AT,UA,SI,ET,PK,QA",6,"US","TCM","Tacoma","US-WA","AT","VIE","Vienna","AT-9","f51b31d1-e879-41e9-b920-b52a588a103e",22
"651",100,NA,100,"DECISION_TREE","Jul Roberts","F",1970-05-25,"Ghana","GH","Production assistant, television","4599 Nicole Throughway, Indianapolis, None 64260","780-62-9459",48091138,"Ghana","GH","JP,QA",2,"US","SKA","Spokane","US-WA","JP","FUK","Fukuoka","JP-40","81bc6162-513f-431a-9e7d-0a893f4f910a",46
"652",100,NA,100,"DECISION_TREE","Jennifer Tina Pollard","F",1992-07-16,"Ghana","GH","Teacher, adult education","043 Delacruz Iss, Rock Falls, Illanoise 61071","793-78-3147",600704955,"Ghana","GH","PA,AE",2,"US","SRQ","Sarasota/Bradenton","US-FL","PA","PTY","Tocumen","PA-8","bdeecedf-5858-4824-842e-8895f4223466",24
"653",100,NA,100,"DECISION_TREE","Carrie Donna Lindsey","F",1980-09-07,"Ghana","GH","Travel agency manager","756 Mcdonald Camp, Hazard, Kentucky 41702","640-31-5427",671236397,"Ghana","GH","LB,AE",2,"US","FFO","Dayton","US-OH","LB","BEY","Beirut","LB-JL","da0f1c8b-b151-46bb-b6dd-0db497b02426",36
"654",100,NA,100,"DECISION_TREE","Dawnie Christy Alexander","F",1991-01-22,"Ghana","GH","Financial controller","1855 Gregory Lodge, Summersville, Kentucky 42782","284-74-2067",264111431,"Ghana","GH","SG,PH,NG,KE,PG,RU,KE,HK,BE,BE,IE,TW",12,"US","GSB","Goldsboro","US-NC","SG","SIN","Singapore","SG-04","9ae4306f-aee6-4a82-8069-57c09d04686b",26
"655",100,NA,100,"DECISION_TREE","Gabrielle Kimmey Butler","F",1983-10-15,"Ghana","GH","Buyer, industrial","4542 James Fork Apt. 737, Worden, Montana 59088","465-51-5280",848616886,"Ghana","GH","AE,TH",2,"US","DAL","Dallas","US-TX","AE","DXB","Dubai","AE-DU","59ecbfeb-b490-41fb-9172-f6779f8e6824",33
"656",100,NA,100,"DECISION_TREE","Sassa Meadows","F",2001-07-24,"Ghana","GH","Television/film/video producer","90617 Lane Gateway Apt. 024, Lexington, Kentucky 40513","430-55-3947",967003592,"Ghana","GH","CU,MA,UZ,UY,FR,SA,TR,DZ",8,"US","HNL","Honolulu","US-HI","CU","VRA","Varadero","CU-04","2d316c37-256f-4495-a2e6-c56b2a3f2963",15
"657",100,NA,100,"DECISION_TREE","Elizabeth Joanna Hernandez","F",1986-09-20,"Ghana","GH","Mental health nurse","9192 Smith Brooks Apt. 903, Livingston, Montana 59047","096-40-7445",774485853,"Ghana","GH","KE,RU,GE,UA,TW,EE,CU",7,"US","PIT","Pittsburgh","US-PA","KE","MBA","Mombasa","KE-300","ba643226-6714-4e62-852a-21032554d5d3",30
"658",100,NA,100,"DECISION_TREE","Natalie Fernandez","F",1990-12-23,"Ghana","GH","Designer, jewellery","73091 Prince Heights, Denver, Colarado 80623","502-77-4624",668735380,"Ghana","GH","KE,BR,QA,VN",4,"US","VPS","Valparaiso","US-FL","KE","NBO","Nairobi","KE-110","6e053b57-9d5b-4046-97bd-9c70e99e758b",26
"659",100,NA,100,"DECISION_TREE","Amanie Taylor","F",1986-06-23,"Ghana","GH","Corporate investment banker","7889 Stephanie Ports Suite 604, Jacksonville, Ohio 45740","651-61-9133",347454058,"Ghana","GH","OM,FI,SA,FR,SD,RO,KR",7,"US","SYR","Syracuse","US-NY","OM","JNJ","Duqm","OM-WU","00493c5d-ef65-4d89-a3d4-5d1798ee11ed",30
"660",100,NA,100,"DECISION_TREE","Tamma James","F",1970-11-27,"Ghana","GH","Amenity horticulturist","86464 Charles Walk Ste 883, Ronoke, None 42008","123-80-8740",692255032,"Ghana","GH","ME,ME,BA,AE,SN",5,"US","FLL","Fort Lauderdale","US-FL","ME","TGD","Podgorica","ME-16","843dd6d0-4a4f-4327-87f5-00b7afe8f167",46
"661",100,NA,100,"DECISION_TREE","April Emma Dalton","F",1995-02-24,"Ghana","GH","Production manager","089 Conner Lf, Mc Camey, Texes 79752","457-08-6960",895363216,"Ghana","GH","AE,CN",2,"US","HNL","Honolulu","US-HI","AE","DWC","Jebel Ali","AE-DU","27c2661a-5a22-4bd9-97df-fd9606d9a227",22
"662",100,NA,20,"DECISION_TREE","Laura Booker","F",1978-05-11,"Ghana","GH","Educational psychologist","255 Fuller Parkways, Trail City, South Dakota 57657","498-93-9324",394940362,"Ghana","GH","BZ,TN,HR,RU",4,"US","LCK","Columbus","US-OH","BZ","BZE","Belize City","BZ-BZ","c57dc633-9338-4e0a-9499-72db6b5cfe6f",38
"663",100,NA,20,"DECISION_TREE","Donna Smith","F",1995-10-10,"Ghana","GH","Corporate treasurer","144 Williams Canyon, Akron, Ohio 44231","516-25-1345",102390447,"Ghana","GH","UZ,QA,IR",3,"US","MSP","Minneapolis","US-MN","UZ","TAS","Tashkent","UZ-TO","abc03fd8-f33d-47a7-8f37-7c3c83f40869",21
"664",20,NA,20,"DECISION_TREE","Rebecca Wilson","F",1979-03-01,"Ghana","GH","Television camera operator","7515 Bradley Land, Kerr, Ohio 54643","030-79-7714",929841299,"Ghana","GH","OM,CL",2,"US","CBM","Columbus","US-MS","OM","JNJ","Duqm","OM-WU","81a59282-cd5d-4e71-abd3-fb778015f13b",38
"665",100,NA,20,"DECISION_TREE","Pauli Rodriguez","F",1971-06-10,"Ghana","GH","Energy manager","39934 Amy Viaduct, Memphis, Texas 79245","897-55-9651",993573519,"Ghana","GH","RU",1,"US","RST","Rochester","US-MN","RU","UFA","Ufa","RU-BA","6c78995f-5eac-415b-95bc-11df714776c0",45
"666",100,NA,20,"DECISION_TREE","Jennifer Sampson","F",1974-09-19,"Ghana","GH","Homeopath","1105 Brown Union Suite 002, Minot, Massachusetts 02055","865-06-2202",351654723,"Ghana","GH","IE,AE,MY",3,"US","ONT","Ontario","US-CA","IE","SNN","Shannon","IE-CE","f79ff85f-75e9-43ff-b8b4-04eab0700080",42
"667",10,NA,20,"DECISION_TREE","Maureen Holmes","F",1976-12-10,"Ghana","GH","Hotel manager","124 Yolanda Rapid Apt. 940, Wapello, Iowa 52653","563-57-1297",63788595,"Ghana","GH","UZ,SI,UA",3,"US","CLE","Cleveland","US-OH","UZ","TAS","Tashkent","UZ-TO","77bbd090-ab53-48b5-a924-5084d487e0ad",40
"668",100,NA,20,"DECISION_TREE","Rose Williams","F",1973-06-15,"Ghana","GH","Water engineer","88097 Tracey Crossing, Shawnee Mission, Kansas 66204","436-43-2173",410285549,"Ghana","GH","AR,JP,ES,AE",4,"US","BAD","Bossier City","US-LA","AR","EZE","Buenos Aires","AR-B","cd0eea5c-e9d4-47f8-a290-bdacd5eac982",43
"669",20,NA,20,"DECISION_TREE","Liny Campbell","F",1973-08-15,"Brazil","BR","Advertising account planner","5229 Kathleen Plaza, Camden, Michigan 49232","181-26-2016",141155533,"Brazil","BR","RU,CZ",2,"US","SMF","Sacramento","US-CA","RU","UFA","Ufa","RU-BA","6260ac7d-afd3-49f9-a3af-22aba73381ce",43
"670",10,NA,20,"DECISION_TREE","Laura Meredith Archer","F",1977-06-06,"Ghana","GH","Hotel manager","03778 Allen Forge, Charleston, West Virgnia 25364","488-05-3834",97275945,"Ghana","GH","PK,OM,CL,GR,TW,MT,DO,EG",8,"US","GRB","Green Bay","US-WI","PK","SKT","Sialkot","PK-PB","124af278-3c38-41ed-86ae-d09a7aace1a8",39
"671",100,NA,20,"DECISION_TREE","Carrie Pruitt","F",1996-12-19,"Ghana","GH","Forest/woodland manager","99464 Walker Lake, Sugar City, Idaho 83448","384-65-0542",91158521,"Ghana","GH","SA,HR,UA,RU",4,"US","FTW","Fort Worth","US-TX","SA","JED","Jeddah","SA-02","4dd591d4-244f-4c5c-8f27-aab645f6a484",20
"672",100,NA,20,"DECISION_TREE","Isa Thompson","F",1991-10-11,"Ghana","GH","Retail manager","0990 Arias Vlgs, Phenix City, Alabama 36688","530-24-8500",273781079,"Ghana","GH","AE,JP,KH,OM,SI,TN,UY,NG,KH,AM,BE,PG",12,"US","FLL","Fort Lauderdale","US-FL","AE","SHJ","Sharjah","AE-SH","6cd7dd03-5cd5-461a-9488-7cecdf79de34",25
"673",100,NA,20,"DECISION_TREE","Gracee Valerie Lowery","F",1979-08-21,"Ghana","GH","Designer, fashion/clothing","19122 White Mission Apt. 760, Tulsa, Oklahoma 74105","660-89-4346",912766750,"Ghana","GH","UZ,BR,NZ,IN,ID",5,"US","MEM","Memphis","US-TN","UZ","TAS","Tashkent","UZ-TO","a959a9e3-b679-42bb-98d5-a37cd933052e",37
"674",100,NA,20,"DECISION_TREE","Lee Brittney Reyes","F",1993-10-23,"Ghana","GH","Learning mentor","34047 Lopez Passage, Kansus City, Missouri 64411","687-31-5379",722415610,"Ghana","GH","UZ,MX,SA,CN",4,"US","DCA","Washington","US-DC","UZ","TAS","Tashkent","UZ-TO","0756d220-2a91-4d81-9ebf-b0d52da98c33",23
"675",100,NA,20,"DECISION_TREE","Ammi Martinez","F",1992-10-23,"Ghana","GH","Estate manager/land agent","27258 Andrew Pkwy Apt. 156, Kremlin, None 59532","759-59-0512",55140372,"Ghana","GH","DK,HK,PG,ID,KY,BR,TH,RU,LV",9,"US","ANC","Anchorage","US-AK","DK","AAL","Aalborg","DK-81","a373e6ae-d1f0-4919-95fa-1bb8536dc438",24
"676",100,NA,20,"DECISION_TREE","Cassie Aguirre","F",1973-05-26,"Ghana","GH","Information officer","63465 Mills Motorway Apt. 579, Cinebar, None 95833","603-05-5631",729102945,"Ghana","GH","VN,AE,QA,NO",4,"US","DEN","Denver","US-CO","VN","SGN","Ho Chi Minh City","VN-23","3476874c-acbc-426e-93a3-caeda461882f",43
"677",100,NA,20,"DECISION_TREE","Alexis Reyes","F",1986-11-14,"Ghana","GH","Tax adviser","09107 Dominique Station Apt. 782, Pocono Lake Preserve, Pennsylvania 81348","787-22-8535",533638618,"Ghana","GH","UZ,BN",2,"US","SRQ","Sarasota/Bradenton","US-FL","UZ","TAS","Tashkent","UZ-TO","2767a50c-281f-46c3-9667-2ea293935f45",30
"678",100,NA,20,"DECISION_TREE","Missie Karina Baker","F",2001-02-02,"Ghana","GH","Trade union research officer","586 Patricia Highway, Grandy, Minesota 50529","174-90-7795",796510115,"Ghana","GH","HU,UZ,BS",3,"US","PAM","Panama City","US-FL","HU","BUD","Budapest","HU-PE","6dfe2514-6a50-4560-a371-89ed0411a190",16
"679",100,NA,20,"DECISION_TREE","Lind Peterson","F",1973-09-08,"Ghana","GH","Secondary school teacher","4863 Samantha Pass Suite 370, Norwalk, Connecticut 06860","577-42-5952",113642762,"Ghana","GH","SE,TR,BH,RU,GB",5,"US","SBN","South Bend","US-IN","SE","MMX","Malmö","SE-M","7210a911-9320-4730-97bf-c77859886af9",43
"680",100,NA,20,"DECISION_TREE","Crissie Meredy Anderson","F",1976-06-23,"Ghana","GH","Colour technologist","92011 Jennifer Way Suite 688, Harrisburg, Pennsylvania 17112","421-31-9262",751222207,"Ghana","GH","MY,UZ",2,"US","DAL","Dallas","US-TX","MY","KUL","Kuala Lumpur","MY-14","598ff8a9-c2e1-4242-9cec-1a8b3217b2e9",40
